inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
HPCOTHKWIJPKNI-XWLPYIGKSA-N,"4α-formyl,4β,14α-dimethyl-9β,19-cyclo-5α-cholest-24-en-3β-ol",1,HPCOTHKWIJPKNI,1,Q106038582,HPCOTHKWIJPKNI-BPYUMQNDSA-N
HRHJHXJQMNWQTF-UHFFFAOYSA-M,cannabichromenate,1,HRHJHXJQMNWQTF,1,Q27284972,HRHJHXJQMNWQTF-UHFFFAOYSA-N
YYUZYSVPFVOYLB-RGUWMICCSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA,1,YYUZYSVPFVOYLB,1,Q27149507,YYUZYSVPFVOYLB-QXQVKYSUSA-N
ATIPVUGMJZAJPC-PHOXBLGLSA-N,campest-5-en-3-one,1,ATIPVUGMJZAJPC,1,Q76416913,ATIPVUGMJZAJPC-IMUDCKKOSA-N
BHXGNEJDWATDFR-UHFFFAOYSA-M,robustaquinone A,1,BHXGNEJDWATDFR,1,Q104936290,BHXGNEJDWATDFR-UHFFFAOYSA-N
BLZRWMJJRGXFHK-RAJZRIHCSA-M,(+)-7-epi-12-oxojasmonoyl-L-isoleucine,1,BLZRWMJJRGXFHK,1,Q76855760,BLZRWMJJRGXFHK-RAJZRIHCSA-N
YYCCMACTOAJGGW-OZVHGMPNSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxooctanoyl)-CoA,1,YYCCMACTOAJGGW,1,Q27149500,YYCCMACTOAJGGW-JLHHJELJSA-N
YUFHOTSRMDFGNS-GBYPGRTBSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA,1,YUFHOTSRMDFGNS,1,Q27149509,YUFHOTSRMDFGNS-VQTPOQBRSA-N
YQUHLDHXDRTWFY-BUJFJAHTSA-M,(Z)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)pentan-1-imine,1,YQUHLDHXDRTWFY,1,Q76804478,YQUHLDHXDRTWFY-BOVADZLKSA-N
DGUUJRSNOLQLSU-UHFFFAOYSA-M,robustaquinone E,1,DGUUJRSNOLQLSU,1,Q104979318,DGUUJRSNOLQLSU-UHFFFAOYSA-N
QDZNKMGEHAHOTA-UHFFFAOYSA-M,8-(methylsulfanyl)-2-oxooctanoate,1,QDZNKMGEHAHOTA,1,Q27154939,QDZNKMGEHAHOTA-UHFFFAOYSA-N
IEEJAAUSLQCGJH-UHFFFAOYSA-O,"2-amino-4,6-dinitrotoluene",1,IEEJAAUSLQCGJH,1,Q27109181,IEEJAAUSLQCGJH-UHFFFAOYSA-N
IEENEQSEOWXDQK-DIOAFZBUSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-hexa-2-enoyl)-CoA,1,IEENEQSEOWXDQK,1,Q27149502,IEENEQSEOWXDQK-XZBPECGBSA-N
QGJLCXXJEFRWHP-JQUKJZMASA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxobutanoyl)-CoA,1,QGJLCXXJEFRWHP,1,Q27149510,QGJLCXXJEFRWHP-ZRHHFSRKSA-N
IEZWLIJBCDCGEU-UHFFFAOYSA-M,10-(methylsulfanyl)-2-oxodecanoate,1,IEZWLIJBCDCGEU,1,Q27154945,IEZWLIJBCDCGEU-UHFFFAOYSA-N
PDDHCVXPABQISO-XJJFHSEKSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA,1,PDDHCVXPABQISO,1,Q27149499,PDDHCVXPABQISO-PTAVJDKESA-N
FPKWDSJLQYQAEF-DAPVSWSBSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)pentan-1-imine,1,FPKWDSJLQYQAEF,1,Q76805062,FPKWDSJLQYQAEF-UEFOHQGUSA-N
GADMIJGPIIRJII-KTKRTIGZSA-L,2-[(2'-methylsulfanyl)heptyl]maleate,1,GADMIJGPIIRJII,1,Q76855144,GADMIJGPIIRJII-KTKRTIGZSA-N
RGRKFKRAFZJQMS-OOHFSOINSA-M,"12,13-DiHODE",1,RGRKFKRAFZJQMS,1,Q27160339,RGRKFKRAFZJQMS-OOHFSOINSA-N
QTQDDTSVRVWHMO-BQBZGAKWSA-M,S-methylglutathione,1,QTQDDTSVRVWHMO,1,Q27095444,QTQDDTSVRVWHMO-BQBZGAKWSA-N
QSAQFDYWYNLXEC-GUQXGGMCSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-buta-2-enoyl)-CoA,1,QSAQFDYWYNLXEC,1,Q27149508,QSAQFDYWYNLXEC-IFIHXBIBSA-N
QRHSEDZBZMZPOA-ZJSQCTGTSA-M,"9,10-DiHODE",1,QRHSEDZBZMZPOA,1,Q27160311,QRHSEDZBZMZPOA-ZJSQCTGTSA-N
GRUGZHAOXOPASC-UHFFFAOYSA-M,6-(methylsulfanyl)-2-oxohexanoate,1,GRUGZHAOXOPASC,1,Q27154933,GRUGZHAOXOPASC-UHFFFAOYSA-N
QNRFNDGWEROWPJ-LQDZTQBFSA-M,1-naphthol 6'-O-malonylglucoside,1,QNRFNDGWEROWPJ,1,Q76804944,QNRFNDGWEROWPJ-LQDZTQBFSA-N
LNMNCAAOLZJCPN-DBGLWBBTSA-M,"3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane",1,LNMNCAAOLZJCPN,1,Q76856166,LNMNCAAOLZJCPN-DBGLWBBTSA-N
LAIUZQCFIABNDP-UHFFFAOYSA-M,"9,10-12,13-diepoxyoctadecanoate",1,LAIUZQCFIABNDP,1,Q27116112,LAIUZQCFIABNDP-UHFFFAOYSA-N
LKLLJYJTYPVCID-OHPMOLHNSA-M,"15,16-DiHODE",1,LKLLJYJTYPVCID,1,Q27160343,LKLLJYJTYPVCID-OHPMOLHNSA-N
KQRJATLINVYHEZ-UHFFFAOYSA-O,"4-amino-2,6-dinitrotoluene",1,KQRJATLINVYHEZ,1,Q27105069,KQRJATLINVYHEZ-UHFFFAOYSA-N
LQQZHLHCFSCJCU-UHFFFAOYSA-L,3-[(6'-methylsulfanyl)hexyl]malate,1,LQQZHLHCFSCJCU,1,Q27154941,LQQZHLHCFSCJCU-UHFFFAOYSA-N
IYIVYYHFHGVWRB-VURMDHGXSA-M,"(9Z)-12,13,17-trihydroxyoctadeca-9-enoate",1,IYIVYYHFHGVWRB,1,Q82641817,IYIVYYHFHGVWRB-UHFFFAOYSA-N
IYKXCQWBMRYBPI-WLGRLVTESA-M,1-linoleoyl-2-palmitoyl-phosphatidylglycerol,1,IYKXCQWBMRYBPI,1,Q27161539,IYKXCQWBMRYBPI-WLGRLVTESA-N
OMDQVIUYDJAWHX-QHZCMHFTSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyhexanoyl)-CoA,1,OMDQVIUYDJAWHX,1,Q27149504,OMDQVIUYDJAWHX-YILSYMQESA-N
NRBLWWINQRHBME-SREVYHEPSA-L,2-[(2'-methylsulfanyl)butyl]maleate,1,NRBLWWINQRHBME,1,Q76855140,NRBLWWINQRHBME-SREVYHEPSA-N
NNEATHLRLZWIRN-MRBLLYQQSA-N,pelargonidin 5-O-β-D-glucoside 3-O-β-D-sambubioside,1,NNEATHLRLZWIRN,1,Q123340473,NNEATHLRLZWIRN-MRBLLYQQSA-O
RTTYFXMXRFYCHM-UHFFFAOYSA-M,2-hydroxysuccinamate,1,RTTYFXMXRFYCHM,1,Q72437932,RTTYFXMXRFYCHM-REOHCLBHSA-N
JMSXZQCXTAJBSO-YLNAYWRASA-M,castasterone 22-O-sulfate,1,JMSXZQCXTAJBSO,1,Q76855738,JMSXZQCXTAJBSO-YLNAYWRASA-N
WIGYSAIZPJAWDF-GLVDENFASA-M,3-hydroxypropyl-glucosinolate,1,WIGYSAIZPJAWDF,1,Q64005962,WIGYSAIZPJAWDF-PTGZALFTSA-N
WJTPNROZULSXGJ-JDEQPLKTSA-M,2-sinapoyloxy-3-butenylglucosinolate,1,WJTPNROZULSXGJ,1,Q64005950,WJTPNROZULSXGJ-NILQQRRASA-M
SRKBASTXQAAMHZ-YMQHIKHWSA-N,apigeninidin 5-O-β-D-glucoside,1,SRKBASTXQAAMHZ,1,Q110080770,SRKBASTXQAAMHZ-UHFFFAOYSA-O
GIHKVCBPOTYEGP-WPXWDAEZSA-N,26-hydroxycastasterone,1,GIHKVCBPOTYEGP,1,Q106039620,GIHKVCBPOTYEGP-ZHTUDUEMSA-N
ZGXCUMDOLQMEFX-GFSZBVRDSA-N,brassinolide-23-O-glucoside,1,ZGXCUMDOLQMEFX,1,Q106039619,ZGXCUMDOLQMEFX-WHNRJDMXSA-N
XRVWAQDGOCLFAE-UHFFFAOYSA-M,"3',4'-dimethylmyricetin",1,XRVWAQDGOCLFAE,1,Q110204563,XRVWAQDGOCLFAE-UHFFFAOYSA-N
ZMQFEBINFTWTLH-UHFFFAOYSA-M,"3,3'-dimethylmyricetin",1,ZMQFEBINFTWTLH,1,Q105379673,ZMQFEBINFTWTLH-UHFFFAOYSA-N
WYKWHSPRHPZRCR-UHFFFAOYSA-M,eupatolitin,1,WYKWHSPRHPZRCR,1,Q5409931,WYKWHSPRHPZRCR-UHFFFAOYSA-N
WQKKCPPNDKSAIU-CBGYDUJUSA-J,(+)-7-epi-jasmonoyl-CoA,1,WQKKCPPNDKSAIU,1,Q27149511,WQKKCPPNDKSAIU-GEMOIUKOSA-N
ZXBGEIHFXPHRJY-NKFDZXFUSA-L,1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate,1,ZXBGEIHFXPHRJY,1,Q76807078,ZXBGEIHFXPHRJY-NKFDZXFUSA-N
TWAIOPPFLZEXCO-UHFFFAOYSA-M,7-(methylsulfanyl)-2-oxoheptanoate,1,TWAIOPPFLZEXCO,1,Q27154936,TWAIOPPFLZEXCO-UHFFFAOYSA-N
CRFBBNBNLWWNBP-LJVSZVHQSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)butan-1-imine,1,CRFBBNBNLWWNBP,1,Q76805145,CRFBBNBNLWWNBP-AXGKHFFLSA-N
SXLJFGXGVBWOOB-UHFFFAOYSA-L,3-[(7'-methylsulfanyl)heptyl]malate,1,SXLJFGXGVBWOOB,1,Q27154944,SXLJFGXGVBWOOB-UHFFFAOYSA-N
RXQNESSHTIRLBK-YMQHIKHWSA-N,luteolinidin 5-O-β-D-glucoside,1,RXQNESSHTIRLBK,1,Q110204804,RXQNESSHTIRLBK-UHFFFAOYSA-O
FHIODBUYVWQUDO-FPLPWBNLSA-L,2-[(2'-methylsulfanyl)pentyl]maleate,1,FHIODBUYVWQUDO,1,Q76855130,FHIODBUYVWQUDO-FPLPWBNLSA-N
ZKMZBAABQFUXFE-UHFFFAOYSA-N,apigeninidin,1,ZKMZBAABQFUXFE,1,Q99746004,ZKMZBAABQFUXFE-UHFFFAOYSA-O
AUARYYUGYYPPDD-LQDZTQBFSA-M,2-naphthol 6'-O-malonylglucoside,1,AUARYYUGYYPPDD,1,Q76804433,AUARYYUGYYPPDD-LQDZTQBFSA-N
JXBWMJZDYVJVIV-UHFFFAOYSA-M,hyperxanthone E,1,JXBWMJZDYVJVIV,1,Q27134569,JXBWMJZDYVJVIV-UHFFFAOYSA-N
ACJJXELQAJQSLK-UHFFFAOYSA-M,anigorufone,1,ACJJXELQAJQSLK,1,Q104251238,ACJJXELQAJQSLK-UHFFFAOYSA-N
ADGIRVMSHGGGHU-AZVXSVFWSA-J,3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxohexanoyl)-CoA,1,ADGIRVMSHGGGHU,1,Q27149505,ADGIRVMSHGGGHU-VITLBFIYSA-N
ASICPMTWQSESKX-UHFFFAOYSA-M,3-oxo-palmitate,1,ASICPMTWQSESKX,1,Q27117080,ASICPMTWQSESKX-UHFFFAOYSA-N
AYSIYQZBMZTTTC-DCCCRPSOSA-M,4-methylumbelliferone 6'-O-malonylglucoside,1,AYSIYQZBMZTTTC,1,Q76804111,AYSIYQZBMZTTTC-DCCCRPSOSA-N
BDWTWLBLUBGINP-HJWRWDBZSA-L,2-[(2'-methylsulfanyl)hexyl]maleate,1,BDWTWLBLUBGINP,1,Q76855131,BDWTWLBLUBGINP-HJWRWDBZSA-N
BSHDRMLUCYMQOP-GORDUTHDSA-N,(2E)-4-hydroxy-3-methylbut-2-enal,1,BSHDRMLUCYMQOP,1,Q76422835,BSHDRMLUCYMQOP-DJWKRKHSSA-N
CSFWPUWCSPOLJW-UHFFFAOYSA-M,lawsone,1,CSFWPUWCSPOLJW,1,Q1075492,CSFWPUWCSPOLJW-UHFFFAOYSA-N
BTIMTMCNIPNGRC-AFLXUTJMSA-M,(Z)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)octan-1-imine,1,BTIMTMCNIPNGRC,1,Q76804202,BTIMTMCNIPNGRC-BMSRQDKOSA-N
GPZLPQNMTKAECU-QNPAVUSQSA-M,(Z)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)nonan-1-imine,1,GPZLPQNMTKAECU,1,Q76804186,GPZLPQNMTKAECU-KWBVRPRRSA-N
IBXCKSUZOFKGSB-UHFFFAOYSA-M,"gossypetin 3',8-dimethyl ether",1,IBXCKSUZOFKGSB,1,Q63408800,IBXCKSUZOFKGSB-UHFFFAOYSA-N
YGTSJOBIWGILCS-ZZXKWVIFSA-M,4-coumaroyltriacetate,1,YGTSJOBIWGILCS,1,Q76534133,YGTSJOBIWGILCS-ZZXKWVIFSA-N
YLILOANQCQKPOD-UHFFFAOYSA-L,protohypericin,1,YLILOANQCQKPOD,1,Q83076636,YLILOANQCQKPOD-UHFFFAOYSA-N
BHRUCLDHUXEJQR-BOXOZTEYSA-N,"ent-cassa-12,15-dien-3β-ol",1,BHRUCLDHUXEJQR,1,Q27140055,BHRUCLDHUXEJQR-PHVPSJSMSA-N
ZARFDBYKHCOTRH-UHFFFAOYSA-M,"4,5-secobiotin",1,ZARFDBYKHCOTRH,1,Q82906078,ZARFDBYKHCOTRH-SFYZADRCSA-N
ZMVJJIWEZXWPAJ-WVIHDQMASA-O,"(13S,14R)-13-O-acetyl-1,8-dihydroxy-cis-N-methylcanadine",1,ZMVJJIWEZXWPAJ,1,Q74418389,ZMVJJIWEZXWPAJ-DIOGXUQJSA-O
AFUUQIYPOMVOTN-TUCQUAOGSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)octan-1-imine,1,AFUUQIYPOMVOTN,1,Q76805005,AFUUQIYPOMVOTN-GBTTUNCCSA-N
BAMBZZTUDRDYEE-QIAPLWSDSA-O,6-O-methyl-N-deacetylisoipecoside,1,BAMBZZTUDRDYEE,1,Q76805159,BAMBZZTUDRDYEE-QIAPLWSDSA-N
JNPIKEGPAFWHLI-RFSIWRIWSA-M,1-O-malyl-β-D-glucose,1,JNPIKEGPAFWHLI,1,Q76804712,JNPIKEGPAFWHLI-RFSIWRIWSA-N
YIBIQGNVXNLHOE-ZIWUNDNJSA-N,"ent-3β-hydroxy-cassa-12,15-diene-11-one",1,YIBIQGNVXNLHOE,1,Q27140054,YIBIQGNVXNLHOE-MFKVJZQJSA-N
SVYAXLPDYXBQEQ-ZROIWOOFSA-M,2'-O-methyllicodione,1,SVYAXLPDYXBQEQ,1,Q76534104,SVYAXLPDYXBQEQ-ZROIWOOFSA-N
ROSVQRYSFQBSRT-FOQZLENISA-L,"cyanidin 3-O-(6""-O-malyl-β-D-glucoside)",1,ROSVQRYSFQBSRT,1,Q110080781,ROSVQRYSFQBSRT-UHFFFAOYSA-O
XCILFXNAMITKHJ-JYRVWZFOSA-M,licodione,1,XCILFXNAMITKHJ,1,Q76534048,XCILFXNAMITKHJ-JYRVWZFOSA-N
XWIDINOKCRFVHQ-UHFFFAOYSA-M,"quercetagetin 3',6-dimethyl ether",1,XWIDINOKCRFVHQ,1,Q3493504,XWIDINOKCRFVHQ-UHFFFAOYSA-N
MUKDIIVMECIYQR-BQCCONABSA-N,"kaempferol 3-O-(4""-O-4-coumaroyl)-glucoside",1,MUKDIIVMECIYQR,1,Q105172476,MUKDIIVMECIYQR-CWCRYIBJSA-N
JVBKAPXWUUWPPX-UBIBAOAHSA-O,"6,7-O,O-dimethyl-N-deacetylisoipecoside aglycon",1,JVBKAPXWUUWPPX,1,Q76804706,JVBKAPXWUUWPPX-UBIBAOAHSA-N
KOBLTMOWUOJKTH-ZWBYBESUSA-O,6-O-methyl-N-deacetylisoipecoside aglycon,1,KOBLTMOWUOJKTH,1,Q76804628,KOBLTMOWUOJKTH-ZWBYBESUSA-N
OKZTWSCTVDMBGE-QINSGFPZSA-N,(Z)-1-(L-cystein-S-yl)-N-hydroxy-ω-(methylsulfanyl)nonan-1-imine,1,OKZTWSCTVDMBGE,1,Q106029372,OKZTWSCTVDMBGE-NSHDSACASA-N
XBPCUCUWBYBCDP-UHFFFAOYSA-O,dicyclohexylamine,1,XBPCUCUWBYBCDP,1,Q425368,XBPCUCUWBYBCDP-UHFFFAOYSA-N
HEWAJTLQEJUAGF-UHFFFAOYSA-L,"2-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate",1,HEWAJTLQEJUAGF,1,Q106038695,HEWAJTLQEJUAGF-UHFFFAOYSA-N
HVURSLAWIDCRKB-UHFFFAOYSA-L,"3-hydroxy-3-carboxy-4,5-cyclopropylhex-5-enoate",1,HVURSLAWIDCRKB,1,Q106038753,HVURSLAWIDCRKB-UHFFFAOYSA-N
IHGJZNUBLMAEGL-UHFFFAOYSA-O,"1,5-diazabicyclononane",1,IHGJZNUBLMAEGL,1,Q27144271,IHGJZNUBLMAEGL-UHFFFAOYSA-N
GJXGLYODFWLYHO-PNNKGAHQSA-M,7-hydroxy-2-oxindole-3-acetate glucoside,1,GJXGLYODFWLYHO,1,Q105106963,GJXGLYODFWLYHO-PNNKGAHQSA-N
IIGLVVZHSDZGOL-UHFFFAOYSA-N,furaneol (enol form),1,IIGLVVZHSDZGOL,1,Q27145836,IIGLVVZHSDZGOL-UHFFFAOYSA-M
IKTGVEIOCJLOFU-UHFFFAOYSA-M,β-methylenecyclopropyl pyruvate,1,IKTGVEIOCJLOFU,1,Q82956771,IKTGVEIOCJLOFU-UHFFFAOYSA-N
IWGWVCORJJKREY-UHFFFAOYSA-O,1-(3-aminopropyl)-pyrrolinium,1,IWGWVCORJJKREY,1,Q27109101,IWGWVCORJJKREY-UHFFFAOYSA-N
JOFREYGWDGCQDK-XUJJJAFJSA-M,(Z)-1-(glutathion-S-yl)-N-hydroxy-ω-(methylsulfanyl)heptan-1-imine,1,JOFREYGWDGCQDK,1,Q76804170,JOFREYGWDGCQDK-ZBXZNTBBSA-N
WMNWNRKMANJLHY-LFZQUHGESA-J,18-hydroxystearoyl-CoA,1,WMNWNRKMANJLHY,1,Q76807083,WMNWNRKMANJLHY-LFZQUHGESA-N
BHAKTUBFIPSXEW-UHFFFAOYSA-M,"2-oxopenta-3,4-dienoate",1,BHAKTUBFIPSXEW,1,Q106039193,BHAKTUBFIPSXEW-UHFFFAOYSA-N
BSQZWSGAKJSBOZ-UHFFFAOYSA-M,heliocide H2,1,BSQZWSGAKJSBOZ,1,Q82965461,BSQZWSGAKJSBOZ-GKVSMKOHSA-N
BTXNYTINYBABQR-UHFFFAOYSA-L,hypericin,1,BTXNYTINYBABQR,1,Q425409,BTXNYTINYBABQR-UHFFFAOYSA-N
FXBZYWGMTFSORP-QPCSTCLVSA-M,4α-carboxy-5α-cholest-7-en-3β-ol,1,FXBZYWGMTFSORP,1,Q27105495,FXBZYWGMTFSORP-QPCSTCLVSA-N
FJOUYKHTSXWRMH-NYHFZMIOSA-O,(S)-1-hydroxy-cis-N-methylcanadine,1,FJOUYKHTSXWRMH,1,Q74417364,FJOUYKHTSXWRMH-UEDXYCIISA-O
FUTZESSLBXJDFG-HNNXBMFYSA-O,(S)-norlaudanine,1,FUTZESSLBXJDFG,1,Q76804549,FUTZESSLBXJDFG-HNNXBMFYSA-N
SZBGXBOFCGNPEU-UHFFFAOYSA-O,5-aminopentanal,1,SZBGXBOFCGNPEU,1,Q27114159,SZBGXBOFCGNPEU-UHFFFAOYSA-N
UNFCTLFLKCGAOK-UCFCWBNQSA-O,"(13S,14R)-13-O-acetyl-1-hydroxy-cis-N-methylcanadine",1,UNFCTLFLKCGAOK,1,Q74408920,UNFCTLFLKCGAOK-LOMQJKJHSA-O
OXEMPUBMLFVGQQ-UJOVHDGXSA-M,"16, 17-dihydro-16α, 17-dihydroxy gibberellin A₉",1,OXEMPUBMLFVGQQ,1,Q115947075,OXEMPUBMLFVGQQ-UHFFFAOYSA-N
LAJSXCAVRQXZIO-UHFFFAOYSA-M,emodin anthrone,1,LAJSXCAVRQXZIO,1,Q27266578,LAJSXCAVRQXZIO-UHFFFAOYSA-N
NEHFHOHLVOGDCL-FGSXEWAUSA-O,"(13S,14R)-1,13-dihydroxy-cis-N-methylcanadine",1,NEHFHOHLVOGDCL,1,Q74417044,NEHFHOHLVOGDCL-HVHHGIHYSA-O
OCVQAFQRXHOFMV-IEGURRFDSA-O,β-solanine,1,OCVQAFQRXHOFMV,1,Q27277809,OCVQAFQRXHOFMV-IEGURRFDSA-N
OLIVGXOVIZTTSI-WSJCWXPMSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-ω-(methylsulfanyl)heptan-1-imine,1,OLIVGXOVIZTTSI,1,Q76804019,OLIVGXOVIZTTSI-ADHQNKHFSA-N
CUQAEAJXRPDBNM-UHFFFAOYSA-L,glycidol phosphate,1,CUQAEAJXRPDBNM,1,Q82924228,CUQAEAJXRPDBNM-UHFFFAOYSA-N
DRMGJVPVCAJMDJ-UYSDZIPHSA-N,"1,2-dihydrovomilenine",1,DRMGJVPVCAJMDJ,1,Q27102341,DRMGJVPVCAJMDJ-OEJJZAABSA-N
DULGJEIWRQIEDP-YIVKGZRPSA-M,kauralexin B1,1,DULGJEIWRQIEDP,1,Q104989309,DULGJEIWRQIEDP-UHFFFAOYSA-N
FGRJEQCMQCQUQF-FSCWMUMRSA-J,trans-lesqueroloyl-CoA,1,FGRJEQCMQCQUQF,1,Q76804662,FGRJEQCMQCQUQF-FSCWMUMRSA-N
CHMQNMKVOYFHHX-SGPQCWJRSA-J,3R-hydroxy-lesqueroloyl-CoA,1,CHMQNMKVOYFHHX,1,Q76807062,CHMQNMKVOYFHHX-SGPQCWJRSA-N
GKFPFLBDQJVJIH-UHFFFAOYSA-M,2-amino-4-carboxypyrimidine,1,GKFPFLBDQJVJIH,1,Q72441798,GKFPFLBDQJVJIH-UHFFFAOYSA-N
CFYSKMXAQIWPNE-SBECISRQSA-L,gibberellin A₂₉-catabolite,1,CFYSKMXAQIWPNE,1,Q27110162,CFYSKMXAQIWPNE-SBECISRQSA-N
YFVKVAPATGWZOF-RMCJPFTISA-I,22-carboxy-docosanoyl-CoA,1,YFVKVAPATGWZOF,1,Q76804180,YFVKVAPATGWZOF-RMCJPFTISA-N
ATMPPYARKPQWNF-OLHXTJCGSA-M,gibberellin A₉₈,1,ATMPPYARKPQWNF,1,Q76807017,ATMPPYARKPQWNF-OLHXTJCGSA-N
JBJGOHHQQSPYTO-BLMVKCSQSA-L,gibberellin A₅₁-catabolite,1,JBJGOHHQQSPYTO,1,Q27110168,JBJGOHHQQSPYTO-BLMVKCSQSA-N
NAOFYNMJUGRAFS-UWSJOQIXSA-L,gibberellin A₈-catabolite,1,NAOFYNMJUGRAFS,1,Q27110171,NAOFYNMJUGRAFS-UWSJOQIXSA-N
OEPPJKDEBZBNNG-UHFFFAOYSA-M,2-hydroxy-4-carboxypyrimidine,1,OEPPJKDEBZBNNG,1,Q82026715,OEPPJKDEBZBNNG-UHFFFAOYSA-N
OGFQCMFLQIYVSQ-DTHBNOIPSA-M,gentisate 5-O-β-D-xylopyranoside,1,OGFQCMFLQIYVSQ,1,Q104400463,OGFQCMFLQIYVSQ-DTHBNOIPSA-N
OTKNPGBTQXVJNH-DFRAZXLMSA-N,glycyrrhetaldehyde,1,OTKNPGBTQXVJNH,1,Q27139725,OTKNPGBTQXVJNH-DQOTWGJISA-N
PQEHILHGDWJAOT-UQGHUHRHSA-N,(Z)-1-(L-cysteinylglycin-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine,1,PQEHILHGDWJAOT,1,Q76804078,PQEHILHGDWJAOT-YODGCNRUSA-N
JJYIVZKVZZSDMC-GXVFDTDKSA-J,lesqueroloyl-CoA,1,JJYIVZKVZZSDMC,1,Q76804373,JJYIVZKVZZSDMC-GXVFDTDKSA-N
KVYNYRIOAYQBFK-WUXMJOGZSA-P,hordatine A,1,KVYNYRIOAYQBFK,1,Q27106881,KVYNYRIOAYQBFK-AIIPJEMGSA-N
LOBOMSGBFMNHBJ-AQJOBQINSA-N,"11α,30-dihydroxy-β-amyrin",1,LOBOMSGBFMNHBJ,1,Q27203867,LOBOMSGBFMNHBJ-RVPNDLLZSA-N
LWQKGKRDBZVYNE-USSJAFKOSA-M,cyanidin 3-O-[6-O-sinapoyl-β-D-glucosyl-(1→6)]-[β-D-xylosyl-(1→2)]-β-D-galactoside,1,LWQKGKRDBZVYNE,1,Q27270151,LWQKGKRDBZVYNE-DBWHLQOESA-O
MFDUGTOOXGORRX-ORGLZDQCSA-N,"(3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-β-caroten-12'-al",1,MFDUGTOOXGORRX,1,Q27116168,MFDUGTOOXGORRX-AVKQGYMWSA-N
NQXRRZBOZBKGIU-MHAUFEDZSA-J,3-oxo-lesqueroloyl-CoA,1,NQXRRZBOZBKGIU,1,Q76804136,NQXRRZBOZBKGIU-MHAUFEDZSA-N
UBQYURCVBFRUQT-UHFFFAOYSA-O,desferrioxamine B,1,UBQYURCVBFRUQT,1,Q419618,UBQYURCVBFRUQT-UHFFFAOYSA-N
HRUUEDKBMVPXJT-YZCBVULXSA-L,ternatin C3,1,HRUUEDKBMVPXJT,1,Q110198939,HRUUEDKBMVPXJT-UHFFFAOYSA-O
IISWKVFHQLAOMW-BTFUZUOASA-I,ω-carboxy-(9Z)-octadec-9-enoyl-CoA,1,IISWKVFHQLAOMW,1,Q76807400,IISWKVFHQLAOMW-BTFUZUOASA-N
JGTHNRAJDIUMIQ-XKSKYZNJSA-N,gypsogenin-28-beta-D-glucoside,1,JGTHNRAJDIUMIQ,1,Q106038579,JGTHNRAJDIUMIQ-UIJKDBGXSA-N
GREYPJUHRBULIJ-GNSUAQHMSA-J,22-hydroxy-docosanoyl-CoA,1,GREYPJUHRBULIJ,1,Q76803122,GREYPJUHRBULIJ-GNSUAQHMSA-N
ZFELGQUOUOELBZ-JNLXGNGJSA-N,"ent-cassa-12,15-diene-2β,3β-diol-11-one",1,ZFELGQUOUOELBZ,1,Q27140056,ZFELGQUOUOELBZ-YHDXIDRWSA-N
CDAXKECXRUNDCS-OSZHWHEXSA-O,intermediate II,1,CDAXKECXRUNDCS,1,Q74411964,CDAXKECXRUNDCS-OSZHWHEXSA-N
DROSANFEMLESIE-GNSUAQHMSA-J,22-oxo-docosanoyl-CoA,1,DROSANFEMLESIE,1,Q76803132,DROSANFEMLESIE-GNSUAQHMSA-N
FDOBDBWYWMTMKT-UHFFFAOYSA-O,conhydrinone,1,FDOBDBWYWMTMKT,1,Q82093929,FDOBDBWYWMTMKT-UHFFFAOYSA-N
