inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
YPWHZCPMOQGCDQ-HMGRVEAOSA-M,kaempferol 7-O-glucoside,3,YPWHZCPMOQGCDQ,8,Q105351901; Q105351964; Q105351968; Q105351972; Q105351973; Q105351975; Q27145545; Q3266683,YPWHZCPMOQGCDQ-CXWQUDHASA-N; YPWHZCPMOQGCDQ-HMFCTUEFSA-N; YPWHZCPMOQGCDQ-HMGRVEAOSA-N; YPWHZCPMOQGCDQ-KEHDGJOVSA-N; YPWHZCPMOQGCDQ-LQPIGNGESA-N; YPWHZCPMOQGCDQ-UHFFFAOYSA-N; YPWHZCPMOQGCDQ-WNZLTNKYSA-N; YPWHZCPMOQGCDQ-YGXKTJSJSA-N
GXLQUHPXGLZNGE-VWSLVOSVSA-M,"quercetin-3,7-O-dirhamnoside",3,GXLQUHPXGLZNGE,8,Q105023171; Q105023172; Q105023174; Q105108164; Q114780294; Q23418551; Q63408589; Q74410636,GXLQUHPXGLZNGE-BJBZVNFPSA-M; GXLQUHPXGLZNGE-BJBZVNFPSA-N; GXLQUHPXGLZNGE-BRHFUIPOSA-N; GXLQUHPXGLZNGE-HMEOODFSSA-N; GXLQUHPXGLZNGE-PWWYPFEYSA-N; GXLQUHPXGLZNGE-UHFFFAOYSA-N; GXLQUHPXGLZNGE-VWSLVOSVSA-N; GXLQUHPXGLZNGE-XRFUJASSSA-N
LXBIFEVIBLOUGU-DPYQTVNSSA-O,"1,5-dideoxy-1,5-imino-D-galactitol",3,LXBIFEVIBLOUGU,8,Q105158746; Q110176095; Q15274561; Q161613; Q27094814; Q82237716; Q82253772; Q82276761,LXBIFEVIBLOUGU-BGPJRJDNSA-N; LXBIFEVIBLOUGU-DPYQTVNSSA-N; LXBIFEVIBLOUGU-JGWLITMVSA-N; LXBIFEVIBLOUGU-KAZBKCHUSA-N; LXBIFEVIBLOUGU-KVTDHHQDSA-N; LXBIFEVIBLOUGU-MOJAZDJTSA-N; LXBIFEVIBLOUGU-SLPGGIOYSA-N; LXBIFEVIBLOUGU-UHFFFAOYSA-N
VSUOKLTVXQRUSG-ZFORQUDYSA-M,luteolin 7-O-β-D-glucuronide,2,VSUOKLTVXQRUSG,8,Q104389857; Q105292532; Q105292536; Q113534160; Q15426217; Q74411471; Q76280934; Q82930701,VSUOKLTVXQRUSG-DAZJWRSOSA-M; VSUOKLTVXQRUSG-DAZJWRSOSA-N; VSUOKLTVXQRUSG-GQUPQBGVSA-N; VSUOKLTVXQRUSG-KWLWEVDOSA-N; VSUOKLTVXQRUSG-UHFFFAOYSA-N; VSUOKLTVXQRUSG-UNJWAJPSSA-N; VSUOKLTVXQRUSG-ZFORQUDYSA-L; VSUOKLTVXQRUSG-ZFORQUDYSA-N
PDKFHZWVCCZUIF-WPJLFRKISA-L,miraxanthin V,2,PDKFHZWVCCZUIF,8,Q104398594; Q105206560; Q105206561; Q105206563; Q105206564; Q105206565; Q110185385; Q27107372,PDKFHZWVCCZUIF-DJDUWTSMSA-N; PDKFHZWVCCZUIF-IBJXTJIWSA-N; PDKFHZWVCCZUIF-PDRIXVMVSA-N; PDKFHZWVCCZUIF-SOZBWQNXSA-N; PDKFHZWVCCZUIF-UAIVFSGISA-N; PDKFHZWVCCZUIF-UHFFFAOYSA-N; PDKFHZWVCCZUIF-WPJLFRKISA-N; PDKFHZWVCCZUIF-YJHWCPSBSA-N
YAPXSYXFLHDPCK-TWZJLWADSA-N,β-cembratriene-ol,2,YAPXSYXFLHDPCK,8,Q105345501; Q105345502; Q105345505; Q105345506; Q105345507; Q105345508; Q63396087; Q67880110,YAPXSYXFLHDPCK-AFTTWMLASA-N; YAPXSYXFLHDPCK-DOXGGRTDSA-N; YAPXSYXFLHDPCK-MAUDFNNOSA-N; YAPXSYXFLHDPCK-MXUGJEEPSA-N; YAPXSYXFLHDPCK-NANKYBSHSA-N; YAPXSYXFLHDPCK-NOEHIDRGSA-N; YAPXSYXFLHDPCK-UHFFFAOYSA-N; YAPXSYXFLHDPCK-ZNHPEVNCSA-N
RQTTXGQDIROLTQ-FASGCTRLSA-M,isovitexin 2''-O-β-D-glucoside,1,RQTTXGQDIROLTQ,8,Q105243591; Q105243592; Q105243593; Q105243594; Q113949342; Q27102344; Q27125199; Q27145302,RQTTXGQDIROLTQ-FASGCTRLSA-N; RQTTXGQDIROLTQ-FLJXCGGLSA-M; RQTTXGQDIROLTQ-FLJXCGGLSA-N; RQTTXGQDIROLTQ-FRMBBQOESA-N; RQTTXGQDIROLTQ-OGFGJKDNSA-N; RQTTXGQDIROLTQ-QVBDLLALSA-N; RQTTXGQDIROLTQ-UHFFFAOYSA-N; RQTTXGQDIROLTQ-WYGSNOTESA-N
JDVVGAQPNNXQDW-TVNFTVLESA-O,castanospermine,1,JDVVGAQPNNXQDW,8,Q104667288; Q105125797; Q125029295; Q753104; Q82003738; Q83013417; Q83018478; Q83018480,JDVVGAQPNNXQDW-HEIBUPTGSA-N; JDVVGAQPNNXQDW-LQOSVEJXSA-N; JDVVGAQPNNXQDW-OMVCODFRSA-N; JDVVGAQPNNXQDW-SLBCVNJHSA-N; JDVVGAQPNNXQDW-TVNFTVLESA-N; JDVVGAQPNNXQDW-UHFFFAOYSA-N; JDVVGAQPNNXQDW-WCMLQCRESA-N; JDVVGAQPNNXQDW-WXUMCUSRSA-N
NFZYDZXHKFHPGA-QQHDHSITSA-M,ginsenoside Ro,1,NFZYDZXHKFHPGA,8,Q105178788; Q105178789; Q105178790; Q105178791; Q105178793; Q105178794; Q105178797; Q27136466,NFZYDZXHKFHPGA-BPQKMSRTSA-N; NFZYDZXHKFHPGA-BRDNLJJOSA-N; NFZYDZXHKFHPGA-DBLVSCBXSA-N; NFZYDZXHKFHPGA-NOONSIIFSA-N; NFZYDZXHKFHPGA-QQHDHSITSA-N; NFZYDZXHKFHPGA-UHFFFAOYSA-N; NFZYDZXHKFHPGA-VUDGQFMRSA-N; NFZYDZXHKFHPGA-WVSAFMKXSA-N
JVYKIBAJVKEZSQ-XHLRWWMNSA-O,13-hydroxylupanine,1,JVYKIBAJVKEZSQ,8,Q105136025; Q105136026; Q105136027; Q105136029; Q105136033; Q27103005; Q27125796; Q27256103,JVYKIBAJVKEZSQ-HTVCTNPSSA-N; JVYKIBAJVKEZSQ-KSTCHIGDSA-N; JVYKIBAJVKEZSQ-QNSTZXKLSA-N; JVYKIBAJVKEZSQ-RGDJUOJXSA-N; JVYKIBAJVKEZSQ-RKQHYHRCSA-N; JVYKIBAJVKEZSQ-RKQHYHRCSA-O; JVYKIBAJVKEZSQ-UHFFFAOYSA-N; JVYKIBAJVKEZSQ-YHQUGGNUSA-N
AFCDXKGLUDDXCK-LMTLLXHESA-M,patulitrin,1,AFCDXKGLUDDXCK,8,Q104910962; Q104910965; Q104910967; Q104910969; Q104910971; Q115950641; Q76303587; Q83043628,AFCDXKGLUDDXCK-LMTLLXHESA-N; AFCDXKGLUDDXCK-NPSMOHFVSA-N; AFCDXKGLUDDXCK-OGPMXKHPSA-N; AFCDXKGLUDDXCK-PMDCPZMASA-N; AFCDXKGLUDDXCK-QLSHPEDTSA-N; AFCDXKGLUDDXCK-UHFFFAOYSA-N; AFCDXKGLUDDXCK-VTDWMQIVSA-N; AFCDXKGLUDDXCK-XPPBISAYSA-N
WQMLFJWIKARBFW-KEYYLQDISA-N,digiproside,1,WQMLFJWIKARBFW,8,Q105310857; Q105310859; Q105310861; Q105310863; Q105310864; Q27139243; Q76084501; Q82931764,WQMLFJWIKARBFW-BEVFCYNPSA-N; WQMLFJWIKARBFW-BKKMTDGVSA-N; WQMLFJWIKARBFW-DWWCTUHQSA-N; WQMLFJWIKARBFW-HVQIBNSPSA-N; WQMLFJWIKARBFW-IRVRIFDVSA-N; WQMLFJWIKARBFW-MWYHFBKTSA-N; WQMLFJWIKARBFW-QYLLKCSRSA-N; WQMLFJWIKARBFW-UHFFFAOYSA-N
INYJZRKTYXTZHP-MFFLNWJUSA-L,trans-coutarate,1,INYJZRKTYXTZHP,8,Q104392955; Q104392961; Q105116492; Q110185131; Q27145743; Q27145745; Q27146968; Q5178849,INYJZRKTYXTZHP-APUFIWCYSA-N; INYJZRKTYXTZHP-KQLCGWBMSA-N; INYJZRKTYXTZHP-LUSJXZINSA-N; INYJZRKTYXTZHP-MFFLNWJUSA-N; INYJZRKTYXTZHP-NNPIPJJVSA-N; INYJZRKTYXTZHP-UHFFFAOYSA-N; INYJZRKTYXTZHP-UTCJRWHESA-N; INYJZRKTYXTZHP-ZZXKWVIFSA-N
JVKYZPBMZPJNAJ-OQFNDJACSA-O,solanidine,1,JVKYZPBMZPJNAJ,8,Q105135792; Q105135795; Q105135797; Q105135801; Q105135802; Q105135805; Q105135806; Q3489153,JVKYZPBMZPJNAJ-HOFADDDFSA-N; JVKYZPBMZPJNAJ-KNQXQXNLSA-N; JVKYZPBMZPJNAJ-NHEUOOHBSA-N; JVKYZPBMZPJNAJ-OQFNDJACSA-N; JVKYZPBMZPJNAJ-UHFFFAOYSA-N; JVKYZPBMZPJNAJ-WBHRXQROSA-N; JVKYZPBMZPJNAJ-WLAGBFNHSA-N; JVKYZPBMZPJNAJ-XPMUQOCRSA-N
PLAPMLGJVGLZOV-VPRICQMDSA-M,orientin,1,PLAPMLGJVGLZOV,8,Q104194955; Q105210785; Q105210786; Q105210787; Q105210789; Q106041163; Q125033978; Q421676,PLAPMLGJVGLZOV-AEAOUCQESA-N; PLAPMLGJVGLZOV-FKRBRYKNSA-N; PLAPMLGJVGLZOV-QIBCFILWSA-N; PLAPMLGJVGLZOV-RKNSFIPESA-N; PLAPMLGJVGLZOV-SZCFVHRKSA-N; PLAPMLGJVGLZOV-TZYVJGCXSA-N; PLAPMLGJVGLZOV-UHFFFAOYSA-N; PLAPMLGJVGLZOV-VPRICQMDSA-N
UPVZPMJSRSWJHQ-XUPBQHKHSA-N,β-ylangene,0,UPVZPMJSRSWJHQ,8,Q103785950; Q104375610; Q105277028; Q105277030; Q110080107; Q27133439; Q27277937; Q82006068,UPVZPMJSRSWJHQ-AVBXVCIKSA-N; UPVZPMJSRSWJHQ-BTFPBAQTSA-N; UPVZPMJSRSWJHQ-GZBLMMOJSA-N; UPVZPMJSRSWJHQ-HTXSYXIBSA-N; UPVZPMJSRSWJHQ-KYRRZXGASA-N; UPVZPMJSRSWJHQ-UHFFFAOYSA-N; UPVZPMJSRSWJHQ-XIQJJJERSA-N; UPVZPMJSRSWJHQ-ZSAUSMIDSA-N
JYVXNLLUYHCIIH-LURJTMIESA-N,mevalonolactone,0,JYVXNLLUYHCIIH,8,Q27136326; Q27166894; Q72492439; Q82329157; Q82329159; Q82680482; Q82693543; Q82694470,JYVXNLLUYHCIIH-AZXPZELESA-N; JYVXNLLUYHCIIH-BMCFWTDKSA-N; JYVXNLLUYHCIIH-FIBGUPNXSA-N; JYVXNLLUYHCIIH-HOSYLAQJSA-N; JYVXNLLUYHCIIH-MQIHXRCWSA-N; JYVXNLLUYHCIIH-RRVWJQJTSA-N; JYVXNLLUYHCIIH-UHFFFAOYSA-N; JYVXNLLUYHCIIH-ZCFIWIBFSA-N
VCWMRQDBPZKXKG-XIDCDEPRSA-N,galactinol,6,VCWMRQDBPZKXKG,9,Q104253275; Q105284000; Q105284001; Q105284002; Q106039890; Q106039891; Q110184286; Q115784696; Q27102430,VCWMRQDBPZKXKG-ADKCXELFSA-N; VCWMRQDBPZKXKG-DXNLKLAMSA-N; VCWMRQDBPZKXKG-LTSXGCBZSA-N; VCWMRQDBPZKXKG-PVZKJGCUSA-N; VCWMRQDBPZKXKG-QEQCSJCDSA-N; VCWMRQDBPZKXKG-RBCVOZQGSA-N; VCWMRQDBPZKXKG-SPBUTQSFSA-N; VCWMRQDBPZKXKG-UHFFFAOYSA-N; VCWMRQDBPZKXKG-ZNVDUFQESA-N
IBZYPBGPOGJMBF-PHZNYZCBSA-M,a jasmonoyl-L-isoleucine,3,IBZYPBGPOGJMBF,9,Q104168607; Q106029351; Q115946458; Q27155650; Q27456735; Q74411775; Q74417261; Q77505327; Q77569402,IBZYPBGPOGJMBF-CFAJVAMVSA-N; IBZYPBGPOGJMBF-ICNXKNSPSA-N; IBZYPBGPOGJMBF-LVJZJYDISA-M; IBZYPBGPOGJMBF-LVJZJYDISA-N; IBZYPBGPOGJMBF-QPERPISQSA-M; IBZYPBGPOGJMBF-QPERPISQSA-N; IBZYPBGPOGJMBF-QRHMYKSGSA-N; IBZYPBGPOGJMBF-UHFFFAOYSA-N; IBZYPBGPOGJMBF-WTKQXPPDSA-N
VACHUYIREGFMSP-DLBZAZTESA-M,"(9R,10S)-dihydroxystearate",1,VACHUYIREGFMSP,9,Q27103863; Q27105108; Q27121568; Q27126065; Q27158358; Q27158671; Q27269659; Q27289346; Q74411325,VACHUYIREGFMSP-DLBZAZTESA-N; VACHUYIREGFMSP-IAGOWNOFSA-M; VACHUYIREGFMSP-IAGOWNOFSA-N; VACHUYIREGFMSP-IRXDYDNUSA-M; VACHUYIREGFMSP-IRXDYDNUSA-N; VACHUYIREGFMSP-SJORKVTESA-M; VACHUYIREGFMSP-SJORKVTESA-N; VACHUYIREGFMSP-UHFFFAOYSA-M; VACHUYIREGFMSP-UHFFFAOYSA-N
GAIBLDCXCZKKJE-QRYCCKSOSA-N,(-)-germacrene D,1,GAIBLDCXCZKKJE,9,Q104166947; Q105005384; Q105005385; Q105005386; Q105005387; Q27121450; Q27121451; Q27121452; Q36502089,GAIBLDCXCZKKJE-ACWLMNNXSA-N; GAIBLDCXCZKKJE-BZXLUOIMSA-N; GAIBLDCXCZKKJE-KBPXJVTHSA-N; GAIBLDCXCZKKJE-NISXABPJSA-N; GAIBLDCXCZKKJE-OYXBEGFWSA-N; GAIBLDCXCZKKJE-RGZOGPIRSA-N; GAIBLDCXCZKKJE-RXJOXMPGSA-N; GAIBLDCXCZKKJE-UHFFFAOYSA-N; GAIBLDCXCZKKJE-YZJXYJLZSA-N
CXQWRCVTCMQVQX-MLCCFXAWSA-N,taxifolin,0,CXQWRCVTCMQVQX,9,Q104972046; Q104972048; Q27104486; Q27114878; Q27125703; Q27127033; Q27145521; Q412191; Q72466181,CXQWRCVTCMQVQX-CABCVRRESA-N; CXQWRCVTCMQVQX-GJZGRUSLSA-M; CXQWRCVTCMQVQX-GJZGRUSLSA-N; CXQWRCVTCMQVQX-HUUCEWRRSA-N; CXQWRCVTCMQVQX-LSDHHAIUSA-M; CXQWRCVTCMQVQX-LSDHHAIUSA-N; CXQWRCVTCMQVQX-UHFFFAOYSA-N; CXQWRCVTCMQVQX-YSSOQSIOSA-N
IBZYPBGPOGJMBF-QRHMYKSGSA-M,(-)-jasmonoyl-L-isoleucine,0,IBZYPBGPOGJMBF,9,Q104168607; Q106029351; Q115946458; Q27155650; Q27456735; Q74411775; Q74417261; Q77505327; Q77569402,IBZYPBGPOGJMBF-CFAJVAMVSA-N; IBZYPBGPOGJMBF-ICNXKNSPSA-N; IBZYPBGPOGJMBF-LVJZJYDISA-M; IBZYPBGPOGJMBF-LVJZJYDISA-N; IBZYPBGPOGJMBF-QPERPISQSA-M; IBZYPBGPOGJMBF-QPERPISQSA-N; IBZYPBGPOGJMBF-QRHMYKSGSA-N; IBZYPBGPOGJMBF-UHFFFAOYSA-N; IBZYPBGPOGJMBF-WTKQXPPDSA-N
KMPWYEUPVWOPIM-NCDOWJIMSA-O,cinchonine,1,KMPWYEUPVWOPIM,10,Q104170423; Q104252725; Q104252738; Q105143136; Q27164023; Q27167023; Q27197001; Q2972710; Q412713; Q56867856,KMPWYEUPVWOPIM-FGVBSWQGSA-N; KMPWYEUPVWOPIM-IHWOHKJGSA-N; KMPWYEUPVWOPIM-JIGUGWAPSA-N; KMPWYEUPVWOPIM-KODHJQJWSA-N; KMPWYEUPVWOPIM-LSOMNZGLSA-N; KMPWYEUPVWOPIM-QAMTZSDWSA-N; KMPWYEUPVWOPIM-ROKHWCPASA-N; KMPWYEUPVWOPIM-RUAQEJLXSA-N; KMPWYEUPVWOPIM-UHFFFAOYSA-N; KMPWYEUPVWOPIM-YXUGBTPSSA-N
LOUPRKONTZGTKE-JUMJFMMLSA-O,quinidine,1,LOUPRKONTZGTKE,10,Q105154941; Q105154942; Q126596370; Q189522; Q27166273; Q27166581; Q27166974; Q27225684; Q27288208; Q412496,LOUPRKONTZGTKE-AFHBHXEDSA-N; LOUPRKONTZGTKE-BEFZOFJQSA-N; LOUPRKONTZGTKE-FEBSWUBLSA-N; LOUPRKONTZGTKE-FOEVPDMQSA-N; LOUPRKONTZGTKE-LHHVKLHASA-N; LOUPRKONTZGTKE-NBGVHYBESA-N; LOUPRKONTZGTKE-UHFFFAOYSA-N; LOUPRKONTZGTKE-VOMFEXJBSA-N; LOUPRKONTZGTKE-WZBLMQSHSA-N; LOUPRKONTZGTKE-WZBLMQSHSA-O
KMPWYEUPVWOPIM-YNRGSOABSA-O,cinchonidine,1,KMPWYEUPVWOPIM,10,Q104170423; Q104252725; Q104252738; Q105143136; Q27164023; Q27167023; Q27197001; Q2972710; Q412713; Q56867856,KMPWYEUPVWOPIM-FGVBSWQGSA-N; KMPWYEUPVWOPIM-IHWOHKJGSA-N; KMPWYEUPVWOPIM-JIGUGWAPSA-N; KMPWYEUPVWOPIM-KODHJQJWSA-N; KMPWYEUPVWOPIM-LSOMNZGLSA-N; KMPWYEUPVWOPIM-QAMTZSDWSA-N; KMPWYEUPVWOPIM-ROKHWCPASA-N; KMPWYEUPVWOPIM-RUAQEJLXSA-N; KMPWYEUPVWOPIM-UHFFFAOYSA-N; KMPWYEUPVWOPIM-YXUGBTPSSA-N
DTGKSKDOIYIVQL-HKJUDDBKSA-N,(-)-borneol,1,DTGKSKDOIYIVQL,10,Q104249589; Q104988555; Q115487991; Q115785257; Q138005940; Q15644616; Q27089413; Q27103499; Q27270411; Q412435,DTGKSKDOIYIVQL-AFAAIUEZNA-N; DTGKSKDOIYIVQL-HHCGNCNQSA-N; DTGKSKDOIYIVQL-IUNFSSIHNA-N; DTGKSKDOIYIVQL-KHQFGBGNSA-N; DTGKSKDOIYIVQL-MRTMQBJTSA-N; DTGKSKDOIYIVQL-NRPADANISA-N; DTGKSKDOIYIVQL-OYNCUSHFSA-N; DTGKSKDOIYIVQL-QXFUBDJGSA-N; DTGKSKDOIYIVQL-UHFFFAOYSA-N; DTGKSKDOIYIVQL-WEDXCCLWSA-N
DTGKSKDOIYIVQL-SHTILUHOSA-N,(+)-borneol,1,DTGKSKDOIYIVQL,10,Q104249589; Q104988555; Q115487991; Q115785257; Q138005940; Q15644616; Q27089413; Q27103499; Q27270411; Q412435,DTGKSKDOIYIVQL-AFAAIUEZNA-N; DTGKSKDOIYIVQL-HHCGNCNQSA-N; DTGKSKDOIYIVQL-IUNFSSIHNA-N; DTGKSKDOIYIVQL-KHQFGBGNSA-N; DTGKSKDOIYIVQL-MRTMQBJTSA-N; DTGKSKDOIYIVQL-NRPADANISA-N; DTGKSKDOIYIVQL-OYNCUSHFSA-N; DTGKSKDOIYIVQL-QXFUBDJGSA-N; DTGKSKDOIYIVQL-UHFFFAOYSA-N; DTGKSKDOIYIVQL-WEDXCCLWSA-N
JXLYSJRDGCGARV-XQKSVPLYSA-P,vinblastine,1,JXLYSJRDGCGARV,10,Q105136628; Q105136630; Q105136631; Q105136639; Q117835436; Q124634255; Q27107203; Q27216072; Q27257068; Q282629,JXLYSJRDGCGARV-AKVKZCALSA-N; JXLYSJRDGCGARV-CFWMRBGOSA-N; JXLYSJRDGCGARV-DVOOFMKJSA-N; JXLYSJRDGCGARV-FTZBXFTGSA-N; JXLYSJRDGCGARV-KSNABSRWSA-N; JXLYSJRDGCGARV-LDEZEULOSA-N; JXLYSJRDGCGARV-UHFFFAOYSA-N; JXLYSJRDGCGARV-UHHJTAMBSA-N; JXLYSJRDGCGARV-WWYNWVTFSA-N; JXLYSJRDGCGARV-XQKSVPLYSA-N
KTVPXOYAKDPRHY-TXICZTDVSA-L,β-D-ribose 5-phosphate,0,KTVPXOYAKDPRHY,10,Q106045351; Q110077459; Q27096407; Q27102887; Q27120395; Q27120606; Q27123582; Q27147774; Q27158824; Q27159049,KTVPXOYAKDPRHY-AIHAYLRMSA-L; KTVPXOYAKDPRHY-AIHAYLRMSA-N; KTVPXOYAKDPRHY-MBMOQRBOSA-N; KTVPXOYAKDPRHY-SOOFDHNKSA-L; KTVPXOYAKDPRHY-SOOFDHNKSA-N; KTVPXOYAKDPRHY-SQOUGZDYSA-N; KTVPXOYAKDPRHY-TXICZTDVSA-N; KTVPXOYAKDPRHY-UHFFFAOYSA-N; KTVPXOYAKDPRHY-ZRMNMSDTSA-L; KTVPXOYAKDPRHY-ZRMNMSDTSA-N
XUEHVOLRMXNRKQ-RUOPDXTDSA-N,α-cubebene,0,XUEHVOLRMXNRKQ,10,Q104201360; Q104249527; Q104253232; Q104375609; Q105342169; Q105342171; Q105342172; Q105342228; Q105342229; Q27108605,XUEHVOLRMXNRKQ-AHDPXTMNSA-N; XUEHVOLRMXNRKQ-AIEDFZFUSA-N; XUEHVOLRMXNRKQ-CAEXGNQWSA-N; XUEHVOLRMXNRKQ-HGSUQPQSSA-N; XUEHVOLRMXNRKQ-HKGGGCDWSA-N; XUEHVOLRMXNRKQ-KHMAMNHCSA-N; XUEHVOLRMXNRKQ-PFNKYVCDSA-N; XUEHVOLRMXNRKQ-QTVXIADOSA-N; XUEHVOLRMXNRKQ-UHFFFAOYSA-N; XUEHVOLRMXNRKQ-YKYMWBLQSA-N
DNDNWOWHUWNBCK-PIAXYHQTSA-M,glucobrassicin,3,DNDNWOWHUWNBCK,11,Q104253435; Q104985483; Q104985484; Q104985491; Q104985498; Q104985499; Q104985500; Q27109856; Q27133548; Q50318276; Q906037,DNDNWOWHUWNBCK-GINJYJEVSA-N; DNDNWOWHUWNBCK-HVQZGBDUSA-N; DNDNWOWHUWNBCK-JZYAIQKZSA-M; DNDNWOWHUWNBCK-JZYAIQKZSA-N; DNDNWOWHUWNBCK-LDADJPATSA-N; DNDNWOWHUWNBCK-NHYPOPJJSA-N; DNDNWOWHUWNBCK-NLDOEYRLSA-N; DNDNWOWHUWNBCK-NMIPTCLMSA-N; DNDNWOWHUWNBCK-ODLPFSSFSA-N; DNDNWOWHUWNBCK-PIAXYHQTSA-N; DNDNWOWHUWNBCK-UHFFFAOYSA-N
MXYATHGRPJZBNA-AEOXZHQRSA-M,isopimarate,2,MXYATHGRPJZBNA,11,Q104172160; Q105174684; Q105174685; Q105174689; Q105174690; Q105174693; Q114780339; Q27126346; Q27132710; Q27132762; Q4198762,MXYATHGRPJZBNA-APQLOABGSA-N; MXYATHGRPJZBNA-BDUQCRIQSA-M; MXYATHGRPJZBNA-BDUQCRIQSA-N; MXYATHGRPJZBNA-FLFBIERCSA-N; MXYATHGRPJZBNA-KRFUXDQASA-M; MXYATHGRPJZBNA-KRFUXDQASA-N; MXYATHGRPJZBNA-LWASTNQWSA-N; MXYATHGRPJZBNA-SSYYCLFMSA-N; MXYATHGRPJZBNA-UHFFFAOYSA-N; MXYATHGRPJZBNA-YLUWNPNHSA-N; MXYATHGRPJZBNA-ZRSLWSEBSA-N
LEOHDQKUMQKLMP-YHOUDPESSA-N,"(13E)-labdene-8alpha,15-diol",2,LEOHDQKUMQKLMP,11,Q105150676; Q105150677; Q105150679; Q105150681; Q105150683; Q105150684; Q105150686; Q105150687; Q105150690; Q105150691; Q72487092,LEOHDQKUMQKLMP-BVVYIIRBSA-N; LEOHDQKUMQKLMP-CLRGWMIFSA-N; LEOHDQKUMQKLMP-FECRCKMQSA-N; LEOHDQKUMQKLMP-GNHYZLFISA-N; LEOHDQKUMQKLMP-HHQLMWAKSA-N; LEOHDQKUMQKLMP-KMLQCBPISA-N; LEOHDQKUMQKLMP-MVLOFODDSA-N; LEOHDQKUMQKLMP-NLQLNVOXSA-N; LEOHDQKUMQKLMP-NUKBDRAPSA-N; LEOHDQKUMQKLMP-UHFFFAOYSA-N
YOSRLTNUOCHBEA-SGVKAIFKSA-M,oleanolate 3-β-D-glucuronoside-28-glucoside,1,YOSRLTNUOCHBEA,11,Q105351488; Q105351489; Q105351490; Q105351491; Q105351492; Q105351493; Q105351494; Q105351496; Q105351497; Q110188249; Q27136462,YOSRLTNUOCHBEA-BOQSOTDFSA-N; YOSRLTNUOCHBEA-DCXVOSASSA-N; YOSRLTNUOCHBEA-JRWAQRTLSA-N; YOSRLTNUOCHBEA-LPCVWDGASA-N; YOSRLTNUOCHBEA-LSYFXOIVSA-N; YOSRLTNUOCHBEA-SGVKAIFKSA-N; YOSRLTNUOCHBEA-UHFFFAOYSA-N; YOSRLTNUOCHBEA-VLBQTLDTSA-N; YOSRLTNUOCHBEA-WUPWAJKESA-N; YOSRLTNUOCHBEA-WXQWBSRRSA-N; YOSRLTNUOCHBEA-XWSCDXGUSA-N
FIAAVMJLAGNUKW-VQVVXJKKSA-M,vicenin-2,1,FIAAVMJLAGNUKW,12,Q104246935; Q104387517; Q104995543; Q104995544; Q104995546; Q104995547; Q104995548; Q104995550; Q104995560; Q104995561; Q115949854; Q72516285,FIAAVMJLAGNUKW-CRLPPWHZSA-N; FIAAVMJLAGNUKW-DAMJSERUSA-N; FIAAVMJLAGNUKW-GSVBVEKMSA-N; FIAAVMJLAGNUKW-HBGSTORTSA-N; FIAAVMJLAGNUKW-IGIFRGNCSA-N; FIAAVMJLAGNUKW-JDGZUBLHSA-N; FIAAVMJLAGNUKW-KZBKGRIKSA-N; FIAAVMJLAGNUKW-PSCXIDSDSA-N; FIAAVMJLAGNUKW-QHAUNTTASA-N; FIAAVMJLAGNUKW-TXTHKKOESA-N; FIAAVMJLAGNUKW-UHFFFAOYSA-N; FIAAVMJLAGNUKW-VQVVXJKKSA-N
YQMWQSMYVPLYDI-UHFFFAOYSA-O,17-oxosparteine,1,YQMWQSMYVPLYDI,12,Q104252887; Q104253496; Q104375877; Q104395669; Q104396146; Q104888842; Q105352319; Q105352322; Q105352329; Q105352336; Q27105812; Q27155462,YQMWQSMYVPLYDI-CLRIEMFWSA-N; YQMWQSMYVPLYDI-DGAVXFQQSA-N; YQMWQSMYVPLYDI-FQUUOJAGSA-N; YQMWQSMYVPLYDI-PQAZSJQKSA-N; YQMWQSMYVPLYDI-REWJHTLYSA-N; YQMWQSMYVPLYDI-RFQIPJPRSA-N; YQMWQSMYVPLYDI-RQJABVFESA-N; YQMWQSMYVPLYDI-SYQHCUMBSA-N; YQMWQSMYVPLYDI-UHFFFAOYSA-N; YQMWQSMYVPLYDI-XJFOESAGSA-N; YQMWQSMYVPLYDI-ZHZAVPAVSA-N; YQMWQSMYVPLYDI-ZOBORPQBSA-N
CTPQAXVNYGZUAJ-PTQMNWPWSA-D,"D-myo-inositol (1,2,3,4,5)-pentakisphosphate",1,CTPQAXVNYGZUAJ,12,Q27094286; Q27101851; Q27101946; Q27103013; Q27104611; Q27108885; Q27124378; Q27124954; Q27126016; Q3151476; Q81978110; Q82299100,CTPQAXVNYGZUAJ-GCVPSNMTSA-N; CTPQAXVNYGZUAJ-KXXVROSKSA-D; CTPQAXVNYGZUAJ-KXXVROSKSA-N; CTPQAXVNYGZUAJ-PTQMNWPWSA-N; CTPQAXVNYGZUAJ-QWBQGLJISA-D; CTPQAXVNYGZUAJ-QWBQGLJISA-N; CTPQAXVNYGZUAJ-UHFFFAOYSA-N; CTPQAXVNYGZUAJ-UOTPTPDRSA-D; CTPQAXVNYGZUAJ-UOTPTPDRSA-N; CTPQAXVNYGZUAJ-WPRNADSXSA-N; CTPQAXVNYGZUAJ-XCMZKKERSA-D; CTPQAXVNYGZUAJ-XCMZKKERSA-N
